법령명,조문명
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제31조 직무
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제30조 제6장 최저임금위원회사무국
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제30조 최저임금위원회 상임위원
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제29조 하부조직
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제28조 사무국
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제27조 사무처
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제26조 직무
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제25조 제5장 노동위원회의 사무처와 사무국
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제25조 노동위원회 상임위원 등
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제24조 출장소
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제23조 지청
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제22조 하부조직
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제21조 지방고용노동청장
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제20조 명칭 등
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제19조 제4장 지방고용노동관서
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제19조 직무
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제18조 
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제17조 
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제16조 제3장 삭제
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제16조 
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제15조 위임규정
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제14조 고용보험심사위원회 상임위원
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제13조 
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제12조 산업안전보건본부
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제11조 노동정책실
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제10조의3 직업능력정책국
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제10조의2 통합고용정책국
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제10조 고용정책실
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제9조 
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제8조 운영지원과
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제7조 감사관
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제6조의2 기획조정실장
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제6조 정책보좌관
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제5조 대변인
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제4조 하부조직
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제3조 제2장 고용노동부
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제3조 직무
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제2조 소속기관
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제1조 제1장 총칙
"고용노동부와 그 소속기관 직제[시행2025. 2. 25.] [대통령령 제35304호,2025. 2. 25., 일부개정]",제1조 목적
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제50조 과태료
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의7 양벌규정
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의6 제6장 벌칙
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의6 벌칙
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의5 산재보험관리기구의 산재보험 가입에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의4 「국민기초생활 보장법」의 수급자에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의3 
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조의2 자영업자에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제49조 중소기업 사업주에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조의7 플랫폼 운영자의 산재보험 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조의6 산재보험 노무제공자의 산재보험 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조의5 학생연구자에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조의4 노무제공플랫폼사업자에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조의3 노무제공자의 고용보험 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조의2 예술인 고용보험 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제48조 현장실습생에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제47조 해외파견자에 대한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제46조의2 업무의 지도ㆍ감독
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제46조 업무의 위임 및 위탁
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제45조의2 소액 처리
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제45조 조사
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제44조 보고
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제43조 보험료 정산에 따른 권리의 소멸시효
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제42조 시효의 중단
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제41조 시효
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제40조 자료제공의 요청
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제39조 납부기한의 연장
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제38조 제5장 보칙
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제38조 보험료의 수납절차
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제37조 보험사무대행기관에 대한 지원 등
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제36조 보험사무대행기관의 장부비치 등
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제35조 보험사무대행기관의 의무
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제34조 보험사무대행기관에 대한 통지
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제33조 제4장 보험사무대행기관
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제33조 보험사무대행기관
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제32조 서류의 송달
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제31조 산재보험료 및 부담금 징수 등에 관한 특례
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제30조 보험료 징수의 우선순위
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제29조의4 보험료등의 완납증명
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제29조의3 금융거래정보의 제공 요청 등
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제29조의2 체납 또는 결손처분 자료의 제공
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제29조 징수금의 결손처분
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조의7 「국세기본법」의 준용
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조의6 고액ㆍ상습 체납자의 인적사항 공개
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조의5 연대납부의무에 관한 「민법」의 준용
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조의4 연대납부의무
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조의3 상속으로 인한 납부의무의 승계
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조의2 법인의 합병으로 인한 납부의무의 승계
"고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률[시행2024. 1. 1.] [법률 제19209호,2022. 12. 31., 일부개정]",제28조 징수금의 체납처분 등
